# generated_by: scripts/build_concept_map.py
# generated_on: 2026-08-12
# vocabulary_source: OHDSI WebAPI 2.14.0
# vocabulary_service: https://atlas-demo.ohdsi.org/WebAPI
# source_corpus: data/fhir
# distinct_codings: 217
# resolution_counts: {"source_only": 11, "standard": 202, "unresolved": 4}
# licence_note: Derived from the OHDSI standardised vocabularies via a public WebAPI instance. Only the codes present in this repository's sample data are included. The vocabulary itself is licence-gated and is not redistributed here.
source_system,source_code,source_display,source_concept_id,target_concept_id,target_concept_name,target_domain_id,target_vocabulary_id,target_standard_concept,resolution,resolved_at,resolver
http://snomed.info/sct,185345009,Encounter for symptom (procedure),4088569,4088569,Encounter for symptom,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,185347001,Encounter for problem (procedure),4085798,4085798,Encounter for problem,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,185349003,Encounter for check up (procedure),4085799,4085799,Encounter for check up,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,18718003,Gingival disease (disorder),4090111,4090111,Gingival disease,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,195662009,Acute viral pharyngitis (disorder),4112343,4112343,Acute viral pharyngitis,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,224295006,Only received primary school education (finding),4072733,4072733,Only received primary school education,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,224299000,Received higher education (finding),4076230,4076230,Received higher education,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,225362009,Dental care (regime/therapy),4024741,4024741,Dental care,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,23426006,Measurement of respiratory function (procedure),4052083,0,,,SNOMED,,source_only,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,237602007,Metabolic syndrome X (disorder),436940,436940,Metabolic syndrome X,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,241046008,Dental plain X-ray bitewing (procedure),4081551,4081551,Dental plain X-ray bitewing,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,243085009,Oral health education (procedure),4054945,4054945,Oral health education,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,260385009,Negative (qualifier value),9189,9189,Negative,Meas Value,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,266919005,Never smoked tobacco (finding),4144272,0,,,SNOMED,,source_only,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,271737000,Anemia (disorder),439777,439777,Anemia,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,274788003,Examination of gingivae (procedure),4168232,4168232,Examination of gingivae,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,278588009,Fractured dental filling (finding),4133342,4133342,Fractured dental filling,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,278598003,Leaking dental filling (finding),4132595,4132595,Leaking dental filling,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,302870006,Hypertriglyceridemia (disorder),4120314,4120314,Hypertriglyceridemia,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,308646001,Death Certification,4205519,4205519,Death certification,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,314529007,Medication review due (situation),4199788,4199788,Medication review due,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,33879002,Administration of vaccine to produce active immunity (procedure),4144375,4144375,Active immunization,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,34043003,Dental consultation and report (procedure),4145111,4145111,Dental consultation and report,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,361055000,Misuses drugs (finding),4234597,4234597,Misuses drugs,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,3802001,Dental application of desensitizing medicament (procedure),4244217,4244217,Dental application of desensitizing medicament,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,386516004,Anticipatory guidance (procedure),4298386,4298386,Anticipatory guidance,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,390906007,Follow-up encounter (procedure),4307024,4307024,Follow-up encounter,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,401303003,Acute ST segment elevation myocardial infarction (disorder),4296653,4296653,Acute ST segment elevation myocardial infarction,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,410620009,Well child visit (procedure),4132649,4132649,Well child visit,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,422650009,Social isolation (finding),4309238,4309238,Social isolation,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,423315002,Limited social contact (finding),4172829,4172829,Limited social contact,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,424619006,Prenatal visit (regime/therapy),4313474,4313474,Prenatal visit,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,428211000124100,Assessment of substance use (procedure),762506,762506,Assessment of substance use,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,430193006,Medication reconciliation (procedure),4326177,4326177,Medication reconciliation,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,44054006,Diabetes mellitus type 2 (disorder),201826,201826,Type 2 diabetes mellitus,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,442571000124108,Tree nut (substance),36713251,36713251,Tree nut,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,444814009,Viral sinusitis (disorder),40481087,40481087,Viral sinusitis,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,456191000124101,Postoperative care for dental procedure (regime/therapy),764526,764526,Postoperative care for dental procedure,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,50849002,Emergency room admission (procedure),4176269,4176269,Emergency room admission,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,609328004,Allergic disposition (finding),43530807,43530807,Allergic disposition,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,64544008,"Gingivectomy or gingivoplasty, per tooth (procedure)",4273242,0,,,SNOMED,,source_only,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,65363002,Otitis media (disorder),372328,372328,Otitis media,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,66383009,Gingivitis (disorder),4281516,4281516,Gingivitis,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,68071007,Dental fluoride treatment (procedure),4239043,4239043,Dental fluoride treatment,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,710824005,Assessment of health and social care needs (procedure),46272459,46272459,Assessment of health and social care needs,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,710841007,Assessment of anxiety (procedure),46272472,46272472,Assessment of anxiety,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,713106006,Screening for drug abuse (procedure),37016945,37016945,Screening for drug abuse,Measurement,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,714628002,Prediabetes (finding),37018196,37018196,Prediabetes,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,715252007,Depression screening using Patient Health Questionnaire Nine Item score (procedure),37395717,0,,,SNOMED,,source_only,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,73438004,Unemployed (finding),4251171,4251171,Unemployed,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,73595000,Stress (finding),4251306,4251306,Stress,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,73761001,Colonoscopy (procedure),4249893,4249893,Colonoscopy,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,741062008,Not in labor force (finding),42538208,42538208,Not in labor force,Observation,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,763302001,Assessment using Alcohol Use Disorders Identification Test - Consumption (procedure),35621997,0,,,SNOMED,,source_only,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,81733005,Dental surgical procedure (procedure),4305000,4305000,Dental surgical procedure,Procedure,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,82423001,Chronic pain (finding),436096,436096,Chronic pain,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,866148006,Screening for domestic abuse (procedure),3661628,3661628,Screening for domestic abuse,Measurement,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,868187001,"Assessment using Car, Relax, Alone, Forget, Friends, Trouble Screening Test (procedure)",3655745,0,,,SNOMED,,source_only,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://snomed.info/sct,91302008,Sepsis (disorder),132797,132797,Sepsis,Condition,SNOMED,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,%,%,8554,8554,percent,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,/a,/a,0,0,,,UCUM,,unresolved,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,/min,/min,8541,8541,per minute,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,10*3/uL,10*3/uL,8848,8848,thousand per microliter,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,10*6/uL,10*6/uL,8815,8815,million per microliter,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,Cel,Cel,586323,586323,degree Celsius,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,cm,cm,8582,8582,centimeter,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,fL,fL,8583,8583,femtoliter,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,g/dL,g/dL,8713,8713,gram per deciliter,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,kg,kg,9529,9529,kilogram,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,kg/m2,kg/m2,9531,9531,kilogram per square meter,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,mL/min/{1.73_m2},mL/min/{1.73_m2},0,0,,,UCUM,,unresolved,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,mg/dL,mg/dL,8840,8840,milligram per deciliter,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,mg/g,mg/g,8723,8723,milligram per gram,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,mm[Hg],mm[Hg],8876,8876,millimeter mercury column,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,mmol/L,mmol/L,8753,8753,millimole per liter,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,pg,pg,8564,8564,picogram,Unit,UCUM,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,{#},{#},0,0,,,UCUM,,unresolved,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://unitsofmeasure.org,{score},{score},0,0,,,UCUM,,unresolved,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,1043400,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,40229134,40229134,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],40231918,40231918,acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet [Percocet],Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,44818179,44818179,sodium fluoride 0.0272 MG/MG Oral Gel,Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,1870230,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector,1594382,1594382,NDA020800 0.3 ML epinephrine 1 MG/ML Auto-Injector,Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,2001499,Vitamin B12 5 MG/ML Injectable Solution,964261,964261,vitamin B12 5 MG/ML Injectable Solution,Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,206905,Ibuprofen 400 MG Oral Tablet [Ibu],19033893,19033893,ibuprofen 400 MG Oral Tablet [Ibu],Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,29046,Lisinopril,1308216,1308216,lisinopril,Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,308192,Amoxicillin 500 MG Oral Tablet,19073188,19073188,amoxicillin 500 MG Oral Tablet,Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,313820,Acetaminophen 160 MG Chewable Tablet,19079924,19079924,acetaminophen 160 MG Chewable Tablet,Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
http://www.nlm.nih.gov/research/umls/rxnorm,665078,Loratadine 5 MG Chewable Tablet,19125062,19125062,loratadine 5 MG Chewable Tablet,Drug,RxNorm,S,standard,2026-08-12,https://atlas-demo.ohdsi.org/WebAPI
